P-Others,P-ads_services,A-class,id,image_url,Predicted
0.9325281518435448,0.06747184815645517,Others,2426,https://d2j6tswx2otu6e.cloudfront.net/gsqfgatKZMHjVoiJa5tBTeKY-y4=/600x800/8759/8759aee38726436bb7e65b2fdaa8577f.jpg,Others
0.9755954595325351,0.02440454046746486,Others,2271,https://d2j6tswx2otu6e.cloudfront.net/f23mK1aXsojeYtsq--Uw6LiAuBo=/570x380/feaa/feaa5ac9f21249999f333ca317dacccf.jpg,Others
0.9735051593320214,0.0264948406679785,Others,2082,https://d2j6tswx2otu6e.cloudfront.net/wnMB-aShdqdBdc8HteKuFkEovfU=/600x800/1feb/1febd01454ab47ceaede2146470e318a.jpg,Others
0.5319768230439396,0.4680231769560602,ads_services,5842,https://d2j6tswx2otu6e.cloudfront.net/D6_tyUlscqo3UnHP9oy8uMRTgBM=/600x800/45de/45dea0e70bb74643a32daeacd77356b1.jpg,Others
0.9378598161155444,0.062140183884455615,Others,4319,https://d2j6tswx2otu6e.cloudfront.net/qkJqPiojNIV81Gkt-0Dq6zGMkoE=/498x800/c163/c1634650a34244919be970b1c4755930.jpg,Others
0.25692487439735234,0.7430751256026479,ads_services,1357,https://d2j6tswx2otu6e.cloudfront.net/Jp5tPCpe997qAFiov_ieQSX0KxQ=/600x1066/a37f/a37fb5f43ca04bdcacb85dcd43b1e172.jpg,ads_services
0.30053173099797426,0.6994682690020259,ads_services,11684,https://d2j6tswx2otu6e.cloudfront.net/QGCv6BnJgpWVyUsb478itGDhccc=/600x450/5ab8/5ab83dd676a34406a481ac52dab4e3d6.jpg,ads_services
0.19220319552573426,0.8077968044742657,Others,697,https://d2j6tswx2otu6e.cloudfront.net/MmE1XB0psTDDoRQ8bOFyY01S_pc=/600x800/6d2b/6d2bc5e669d6490b866573caf62751db.jpg,ads_services
0.2245076516977468,0.7754923483022529,ads_services,6857,https://d2j6tswx2otu6e.cloudfront.net/M6cjJoA_8AHmZAB1pbDSx1E609M=/450x800/a0ae/a0aebf7802de4cd19d085a7b02f9a73b.jpg,ads_services
0.06924895668593566,0.9307510433140644,ads_services,2042,https://d2j6tswx2otu6e.cloudfront.net/Ase_2Qb2oK8iGsmIBCCkas9Kihw=/450x800/3eaf/3eaf84dbfd2245d9a487cb25b0ef0aac.jpg,ads_services
0.9078262128397336,0.09217378716026632,Others,2761,https://d2j6tswx2otu6e.cloudfront.net/lW2bCZcaWlBi4ZgSEV-PBg5O6B0=/543x800/a447/a447d929c6e843a8914a8924ca513024.jpg,Others
0.09558101229875136,0.9044189877012484,Others,3742,https://d2j6tswx2otu6e.cloudfront.net/HwrbLchooauZeLyoYrK32ak9vKo=/600x800/e611/e611bd8f5768454ea2c2f20ad383c371.jpg,ads_services
0.9141967283419868,0.08580327165801313,Others,3634,https://d2j6tswx2otu6e.cloudfront.net/IJfnbmbLcmK_w2tBoeQ7wK7fpPQ=/600x800/c2c3/c2c30c9c38ba4cda91f9d03f4c08a825.jpg,Others
0.9374663713650698,0.06253362863493002,Others,1938,https://d2j6tswx2otu6e.cloudfront.net/Jj4hf1zXjEDcz-m-Ohw8PwHYgk0=/600x800/5f9a/5f9aa36339d84d8f812721c88cd2499c.jpg,Others
0.6639944817825468,0.33600551821745306,ads_services,1958,https://d2j6tswx2otu6e.cloudfront.net/39ecxYRItpebYTWS0pZYIgcjElI=/600x337/3995/39959779e27b4b36bc1c9d088242d32d.jpg,Others
0.18594106535770594,0.8140589346422941,Others,1141,https://d2j6tswx2otu6e.cloudfront.net/PxCZg45TAVFa1DKYUYpdlVXb1_4=/275x183/b620/b620ccf70a924b9ca1a16ffa390ba5f6.jpg,ads_services
0.8830920710498819,0.11690792895011805,Others,2134,https://d2j6tswx2otu6e.cloudfront.net/aZuiPm-57BkZsnNpQlGN-WLiBc4=/300x225/43f1/43f15fa38b7346c19835f02b18f511fc.jpg,Others
0.4013285439945794,0.5986714560054207,ads_services,3735,https://d2j6tswx2otu6e.cloudfront.net/WhK6t-UJP-uYuGzkAztXiJcJQfY=/600x337/24d7/24d73139b0bc445083ee0fa04d25bc12.jpg,ads_services
0.6931799805345684,0.30682001946543164,Others,287,https://d2j6tswx2otu6e.cloudfront.net/KMkyqWwA7RZrfV2UcTQcLbO5roM=/480x800/9177/9177acdeb2b046658b3e27b96259cc34.jpg,Others
0.1511860070206847,0.8488139929793151,Others,1494,https://d2j6tswx2otu6e.cloudfront.net/0LYYu3bIaKvTOejuLZXEfBitBtk=/533x703/3e62/3e625da0747c45c4ae65cce38677e183.jpg,ads_services
0.6604628200341283,0.33953717996587185,ads_services,7567,https://d2j6tswx2otu6e.cloudfront.net/D1h8-N1Zax2VgapwYo4hPmvUWhs=/449x800/cf0d/cf0dfe8515c846d69d5c38a957737044.jpg,Others
0.11443447938466547,0.8855655206153344,ads_services,4105,https://d2j6tswx2otu6e.cloudfront.net/VJ-IQ2ZA8GTtUEqlo9K2UTwX9_Y=/450x800/3432/343221468b9d44b887f03064a2c3e5ee.jpg,ads_services
0.07564263964562824,0.9243573603543718,Others,451,https://d2j6tswx2otu6e.cloudfront.net/o4TQdT0H0Js5tGN1DRiuuiCvEKI=/555x800/a1e5/a1e511a410fc4e378df36f05b9802973.jpg,ads_services
0.22348332542472615,0.7765166745752738,ads_services,3865,https://d2j6tswx2otu6e.cloudfront.net/g8HPnMYhB7YiNRXm8uNpo29Xc0A=/600x800/eb4f/eb4fb3476f04440bb40d5bfff37ba3f4.jpg,ads_services
0.1022244047510101,0.8977755952489898,ads_services,19736,https://d2j6tswx2otu6e.cloudfront.net/ffo8Oo7rFoa1BU6gADSJIDHMLBI=/600x450/229c/229ce6fb224c4445b7f2259bfad33928.jpg,ads_services
0.07132882711462618,0.9286711728853736,ads_services,14950,https://d2j6tswx2otu6e.cloudfront.net/H28IxJXIVqU2fv2RwSrx5VD2Z3o=/600x1066/e2bc/e2bc9e44daa4411291c1a4392e25ab73.jpg,ads_services
0.0472261200293288,0.9527738799706712,ads_services,92,https://d2j6tswx2otu6e.cloudfront.net/9HTI1T235lEjMObIsjEorWxcy-M=/600x450/1fce/1fce8eaeb0e844628adf4fccc91451f0.jpg,ads_services
0.9823361887028362,0.017663811297163726,Others,4533,https://d2j6tswx2otu6e.cloudfront.net/nJguLt2zDxhk_9LgwL710qPElUE=/600x337/75c2/75c2e6cabb214effb10d32651180d608.jpg,Others
0.3945342292989154,0.6054657707010845,Others,3965,https://d2j6tswx2otu6e.cloudfront.net/fLyjgocMJGgXgEgSglq9kpKLH9g=/600x800/98bd/98bd8020461748b980d3d5ec1c0c50d7.jpg,ads_services
0.09565623276983937,0.9043437672301604,Others,3720,https://d2j6tswx2otu6e.cloudfront.net/MhyeperYRTsVbKrg4O_08-_QNhA=/600x800/e0bd/e0bd482ba2264652b557448664417f5c.jpg,ads_services
0.9535290102336608,0.04647098976633921,Others,3945,https://d2j6tswx2otu6e.cloudfront.net/IiwynUq2vZm_5m50vdEyBZA-Ft4=/600x800/fbb6/fbb6436062fc4d60bcaaf7f87c0d7b6c.jpg,Others
0.605729691852063,0.394270308147937,Others,1060,https://d2j6tswx2otu6e.cloudfront.net/cd8NeXKNHvxtHeXHGN2Z2Ski8Bc=/459x816/e08a/e08a1df9eb974ab6874e8df1ac196510.jpg,Others
0.939143854184896,0.060856145815104165,Others,4015,https://d2j6tswx2otu6e.cloudfront.net/MIveSiZIvK4GLhJ52IH4z4-XxUU=/600x800/2602/26025404855649309979a384b5b865f6.jpg,Others
0.4690329660007805,0.5309670339992196,Others,678,https://d2j6tswx2otu6e.cloudfront.net/Zg5AuAUhW9BVru6JtadGQDMwvIQ=/543x800/44bb/44bb233aff984fb88644d4a8f2e08eda.jpg,ads_services
0.4047297085745036,0.5952702914254964,Others,3523,https://d2j6tswx2otu6e.cloudfront.net/Bu5orWFTmtTwSzf6DA2qOL9RH7s=/600x800/ccbb/ccbb6b40287c42f0abb6392426eac518.jpg,ads_services
0.7353915130955125,0.2646084869044874,Others,4042,https://d2j6tswx2otu6e.cloudfront.net/jICbFPJdT3eeR0gvFfdNB1Nzyrg=/600x800/078f/078f4479daa64a268a51916dc550553f.jpg,Others
0.9177126284253692,0.08228737157463073,Others,3317,https://d2j6tswx2otu6e.cloudfront.net/G9Sd2UmS2gZRZX6I6PBoXDPmXKM=/600x450/ea01/ea0175d9097a4a1b96de69b906c03a88.jpg,Others
0.8878001231957309,0.11219987680426913,Others,1741,https://d2j6tswx2otu6e.cloudfront.net/WE8Mxwf6sZuvF2noM2UF1bQeyDI=/600x337/a68c/a68cc7acefde4e01ac0e3a4289789577.jpg,Others
0.4238694040423564,0.5761305959576437,Others,269,https://d2j6tswx2otu6e.cloudfront.net/UeTjW144i81rQ7awtA9Nz039Dn8=/600x450/8ffd/8ffd0ea5f43b467eb85d86cb24f418ab.jpg,ads_services
0.8779251216089022,0.12207487839109775,ads_services,6739,https://d2j6tswx2otu6e.cloudfront.net/1eI_I1ULNvkOYiiowhp0h6K9NN4=/600x800/a5bd/a5bdf70504324e0c88817e8d3f23afae.jpg,Others
0.9826632068868331,0.017336793113167003,Others,4024,https://d2j6tswx2otu6e.cloudfront.net/ZcF87mfORZhCM4BeR4Pdmhx_Xug=/555x800/9b52/9b521877f0fc42fb904aca00c19dabe8.jpg,Others
0.09558780937774984,0.9044121906222502,ads_services,1642,https://d2j6tswx2otu6e.cloudfront.net/QpdloOiAx2wjSn2OSXzQasO6hOs=/543x800/44e4/44e49fde01b0455fabfc555f753492ef.jpg,ads_services
0.0955720005178685,0.9044279994821316,ads_services,20033,https://d2j6tswx2otu6e.cloudfront.net/3cO8-tjyTaJvBxKnZEYPH1PjRYQ=/450x800/8239/8239ffc2a4d346fa9be08f43142e4ae7.jpg,ads_services
0.9538037555063276,0.0461962444936723,Others,2947,https://d2j6tswx2otu6e.cloudfront.net/HqXof1Y2b40P0SLcv78srcatf4Q=/600x379/71b6/71b68efd7ce24dc3ac51fbec4e2517dd.jpg,Others
0.9800318529313704,0.019968147068629767,Others,1917,https://d2j6tswx2otu6e.cloudfront.net/m6gywhTwMIUXRESTv_8w4eTrQuU=/600x1066/5976/5976d5e302364a33baf1011ff00b3aad.jpg,Others
0.4781503540693419,0.521849645930658,Others,1574,https://d2j6tswx2otu6e.cloudfront.net/xI6AZQ2E4iHhRGpqWcHjfA-4Q9c=/600x800/1474/14743edb4a5e4c96b568a097f5f68520.jpg,ads_services
0.011786193738240018,0.98821380626176,ads_services,5281,https://d2j6tswx2otu6e.cloudfront.net/2zIkffyyYMncc1C_5yUE4IVxjoU=/570x382/1bae/1bae9ee01dd94f18bd23f1ab3906e11f.jpg,ads_services
0.9081061316265914,0.09189386837340864,Others,1461,https://d2j6tswx2otu6e.cloudfront.net/PV0394N-lO4J0cFUmK9bNRNWsBU=/600x1066/8efa/8efa541f7c67412199e337abf213fae2.jpg,Others
0.9832182865570832,0.0167817134429169,Others,1237,https://d2j6tswx2otu6e.cloudfront.net/mZVcu0QrSNR0a4LpkQw0sEjWdB4=/600x1066/11d2/11d22d9c58cb4bfabddfb4d4bfc978c1.jpg,Others
0.978467262562493,0.021532737437507117,Others,392,https://d2j6tswx2otu6e.cloudfront.net/9YeCKccAbAJwxSgZhU-KZoEbMRI=/600x1066/photos/b638a9db9294499dba267ec6cc9b7bf8.jpg,Others
0.024929154259326892,0.9750708457406728,ads_services,14420,https://d2j6tswx2otu6e.cloudfront.net/9CJ6PktiDX9253DWdlQJUW50-cY=/480x480/b22d/b22db85ef70f468db2ba1d07f5d30244.jpg,ads_services
0.0956196973556426,0.9043803026443572,ads_services,9983,https://d2j6tswx2otu6e.cloudfront.net/Ufz9httePodfOAp8ODvzTbBS4ak=/600x338/98a5/98a5bb5eac48433c8334ed293e189ff5.jpg,ads_services
0.92634427699691,0.07365572300308992,Others,3560,https://d2j6tswx2otu6e.cloudfront.net/IeeHVQnyX7pTC0mgt62kFANlbw4=/585x1040/b81f/b81fa4cb140f4a71b1900938d4c7341a.jpg,Others
0.6541043931488139,0.3458956068511861,Others,4030,https://d2j6tswx2otu6e.cloudfront.net/QvjzjY8_j4_YhzXWrKzvSU5Nank=/600x800/8abb/8abb6093f7564a26ac37a322cda3dd93.jpg,Others
0.9273364278864448,0.07266357211355493,Others,1784,https://d2j6tswx2otu6e.cloudfront.net/De4y4tN_DpkjdZr6m7VJ573RtiE=/600x549/1108/11085ba02c8247fd99de8a23638dea7d.jpg,Others
0.9720902428383564,0.02790975716164372,Others,4172,https://d2j6tswx2otu6e.cloudfront.net/4pE95Thl7byHNUtbYnnQ2OGFKFM=/600x652/93d6/93d6dcf9670846b7b8c54a0c1a5fabb0.jpg,Others
0.9785782461029422,0.02142175389705793,Others,927,https://d2j6tswx2otu6e.cloudfront.net/Xz_MkcDcbrs-dX06LfK3jpaRx3A=/600x450/8324/83240f1fbbae45a591260cddb969c130.jpg,Others
0.3254014529353404,0.6745985470646595,Others,3483,https://d2j6tswx2otu6e.cloudfront.net/Sg-LagMHGbf4qsJEAE0DnOfn2VM=/543x800/4c6a/4c6a0cc31c704ac2a2c1140b91569b9d.jpg,ads_services
0.7212226777551154,0.2787773222448845,ads_services,1216,https://d2j6tswx2otu6e.cloudfront.net/lOs7TxFYJBBzW6zDn-b6l_4l2lo=/299x1361/85e7/85e7bbca4a674068b1f1a0476e637bb0.jpg,Others
0.8546636621540388,0.14533633784596128,Others,748,https://d2j6tswx2otu6e.cloudfront.net/aN5AA_6hguBuMrhDRo4a6omlrxQ=/486x648/482b/482bc77157904e349fac6d64a255ebd0.jpg,Others
0.8603760272602107,0.13962397273978908,Others,3671,https://d2j6tswx2otu6e.cloudfront.net/F_G4uc9FdHGzAe-6M5RQCSBSLtk=/450x800/c469/c469d6e6368141479d363506c2124a2c.jpg,Others
0.7981205375842223,0.20187946241577787,Others,4483,https://d2j6tswx2otu6e.cloudfront.net/n9IRec5zbps7i8mGMu8nAxZeWk0=/543x405/451f/451f9d0f54614d719d1c7e6d06d086ca.jpg,Others
0.9123883374149404,0.08761166258505967,Others,1554,https://d2j6tswx2otu6e.cloudfront.net/0LBRbYgyBTQPkeF-CY9cNPXtNSI=/600x800/a133/a133fd78a6ec4b179ebc12155e9263c3.jpg,Others
0.5441522946227464,0.4558477053772536,ads_services,2683,https://d2j6tswx2otu6e.cloudfront.net/j2goX1Ye_t9kV_cvPFRm83MYMCc=/450x800/5dc5/5dc5215ace624ff6b5379d31e1388245.jpg,Others
0.4798442775340849,0.5201557224659151,ads_services,99,https://d2j6tswx2otu6e.cloudfront.net/TzqCO2IlQhtbFpDaVoC9nlTd1Ys=/600x800/7fb1/7fb1a289643b4e5e9227957c0f536f26.jpg,ads_services
0.5415282716762059,0.458471728323794,Others,4013,https://d2j6tswx2otu6e.cloudfront.net/c_kDvXiIBSdW6MYldT0qTeybShE=/600x800/30d5/30d5bf56e0ae448fae754d42f9ad161e.jpg,Others
0.8972959793172309,0.10270402068276928,Others,4173,https://d2j6tswx2otu6e.cloudfront.net/Khn62E1YF70djovgYodH8r1aR1w=/600x337/bd16/bd162f45edf24dd2beb6f6d7b8875d32.jpg,Others
0.16517069294936754,0.8348293070506323,ads_services,18230,https://d2j6tswx2otu6e.cloudfront.net/rO7EC5cUGoLavoV-DxZZyW90icc=/555x800/6812/68122beabd5e4fedb0e48a618dc3fcfe.jpg,ads_services
0.9172784529365088,0.08272154706349144,Others,4535,https://d2j6tswx2otu6e.cloudfront.net/e8OG_YrIb4ofFnnrtChIMWUktls=/600x652/9424/9424acbee90b4883a9c8e29984361911.jpg,Others
0.7418270799609731,0.25817292003902675,Others,4213,https://d2j6tswx2otu6e.cloudfront.net/9OgSkgcFkMQvvmi_Wh3h28aCdlo=/600x800/5bf7/5bf75774dd304706812dc8eb85504c3e.jpg,Others
0.8414776418206354,0.1585223581793644,Others,1986,https://d2j6tswx2otu6e.cloudfront.net/oX0tpf0rEhEXNmVHcB-aOZAawM4=/600x250/44a2/44a21bfe496a4b8298eb5f27d3d8c3b3.jpg,Others
0.9374670691103888,0.06253293088961137,Others,1689,https://d2j6tswx2otu6e.cloudfront.net/8MU0hauUnn-vX_GUhqAFEn8tYpY=/600x682/d0e4/d0e49138e2e44f19ab148030a03d7134.jpg,Others
0.07779915707058989,0.9222008429294101,ads_services,20109,https://d2j6tswx2otu6e.cloudfront.net/laAW78VZ43WSuUOwfjrr3Aq9x0s=/600x800/bd38/bd38009405144e07b8572348365be444.jpg,ads_services
0.9792144878402836,0.02078551215971624,Others,926,https://d2j6tswx2otu6e.cloudfront.net/mpShycsY3Sd8EaMFj71iUhhbfJk=/600x450/69ce/69ce4f66a4234f4ba66f188d47103563.jpg,Others
0.14854029829603027,0.8514597017039697,ads_services,19841,https://d2j6tswx2otu6e.cloudfront.net/8Tir25j54FkNhnj9yQ36Eg-B4YQ=/600x800/beaf/beaf694442cf47ef940bc1f3d057878a.jpg,ads_services
0.9283925848573452,0.07160741514265495,Others,4613,https://d2j6tswx2otu6e.cloudfront.net/K7tacP3Au-376MqpkIPWK1up-iE=/600x800/a96e/a96e0f7a35594e9aa0f482a19b33fd2e.jpg,Others
0.2806532509207412,0.7193467490792589,ads_services,12305,https://d2j6tswx2otu6e.cloudfront.net/fqMQJxw3gqcl9CzB4c8vVTbkLGU=/600x800/c7e8/c7e8f360ac334f97a9645b0a0b31eb03.jpg,ads_services
0.8686488728135273,0.13135112718647293,Others,3460,https://d2j6tswx2otu6e.cloudfront.net/P5AFDalZ3b5LAiMyL59ukEeoGVU=/600x450/386f/386f3b4eef034c5b8c0edc4c20d6e5bf.jpg,Others
0.2645099842939156,0.7354900157060844,ads_services,7038,https://d2j6tswx2otu6e.cloudfront.net/P0US-4v7KoZz0cBhTM51Ou0xATI=/600x800/1a24/1a24b6ee165342e2b41563a8811b7be9.jpg,ads_services
0.040224687383390065,0.95977531261661,ads_services,993,https://d2j6tswx2otu6e.cloudfront.net/rKdq65hsn4RqpCe7WY8yhw2Ze88=/600x800/1ab8/1ab8946dbb014089bb96a23d754e2fe0.jpg,ads_services
0.9134214144403436,0.08657858555965668,Others,1248,https://d2j6tswx2otu6e.cloudfront.net/vpbAMfWSL0tLR83QTs8OblqZ9RQ=/600x800/c2d5/c2d51e5ea845409a8248ac616a8da26b.jpg,Others
0.9645751272528034,0.03542487274719657,Others,799,https://d2j6tswx2otu6e.cloudfront.net/oRoTFQvPp59F26maVh0vqys6hHE=/600x800/6d23/6d23cc8c18bc4b22833120129db8f37f.jpg,Others
0.4252436312254916,0.5747563687745086,Others,334,https://d2j6tswx2otu6e.cloudfront.net/NcwIUhVEYeI49khxMMW_bm-RLlk=/600x800/37a1/37a1fcbae09b4779b29f9fcffe6f10a7.jpg,ads_services
0.13025027068102782,0.8697497293189722,ads_services,2115,https://d2j6tswx2otu6e.cloudfront.net/DW17MB6TP3k59HiWXvMWuwUwkgE=/600x601/46e3/46e3c6b2a0994fdaa68dd03067a28a3a.jpg,ads_services
0.6663892036746744,0.33361079632532553,ads_services,4062,https://d2j6tswx2otu6e.cloudfront.net/qD-bhyEs17ga4eW8Wy3Z5TW4Kgw=/600x1066/1706/1706f1d0ad3a40f1837ecf59fee4ec9f.jpg,Others
0.13032773309387072,0.8696722669061292,ads_services,5785,https://d2j6tswx2otu6e.cloudfront.net/9g8tsy__Irzw3LwSlzIhUObYD6I=/600x450/8efa/8efab9303a7746e48f71bda5a47b9169.jpg,ads_services
0.4669864282476826,0.5330135717523173,ads_services,20829,https://d2j6tswx2otu6e.cloudfront.net/Nz2qdebc4ZXXbdnEJnBXyGYm47I=/600x800/085d/085dddb2a9964e16863e088b42517851.jpg,ads_services
0.5411386156478221,0.458861384352178,Others,3087,https://d2j6tswx2otu6e.cloudfront.net/Ur8Dfx2UjEWPThiVhfD7q27LOs0=/543x800/8b16/8b16cf44e6a44e378d6e82e218ff0827.jpg,Others
0.5272279421467182,0.4727720578532818,Others,4180,https://d2j6tswx2otu6e.cloudfront.net/pG2MySjBDtYuE8o-bO_mh7XlMiw=/600x800/3583/35830ecc3c444603a1244bdceb29756e.jpg,Others
0.6531991968066999,0.34680080319330003,Others,1283,https://d2j6tswx2otu6e.cloudfront.net/Ur-YIQPtA49x-Op58AB7M7ZbJJo=/600x485/3806/38060252e3b344aab9a6720245e2b235.jpg,Others
0.9749611554312564,0.0250388445687437,Others,4178,https://d2j6tswx2otu6e.cloudfront.net/-o5W8GIQ51mo7XGrBQu1lJMj0A0=/600x898/e4e9/e4e9183e2851433098b2ae1a55c3746d.jpg,Others
0.9392391933168196,0.06076080668318042,Others,2935,https://d2j6tswx2otu6e.cloudfront.net/CAv0pMaIFTfdrB6fi1fAu4kMm0o=/600x800/b114/b1148527f6bf42e8a240332ea0695d2b.jpg,Others
0.9336046266192318,0.06639537338076819,Others,2172,https://d2j6tswx2otu6e.cloudfront.net/BokJzBV1T7OcDZyJC3SHiPHxjQE=/490x1008/74f7/74f74ff2c1194347beaa012e47e3ce62.jpg,Others
0.9917131834136518,0.00828681658634813,Others,2396,https://d2j6tswx2otu6e.cloudfront.net/IfzCCfJixtyUt06pfToqU7jViVU=/600x450/29a9/29a9d21f95f94d2b9c6e5c1a867cd06e.jpg,Others
0.7266906529368671,0.2733093470631329,ads_services,3494,https://d2j6tswx2otu6e.cloudfront.net/C7MDeeWDBzpDZjhtyQAco9qQKR0=/600x800/02a1/02a19725a952447680dafd7111d1a64b.jpg,Others
0.5705851967335341,0.4294148032664657,ads_services,6921,https://d2j6tswx2otu6e.cloudfront.net/OGdkalOaL_Cov_CmG6K9TNCP0Yk=/600x455/a7ef/a7ef4fc911904bfeaba88cffa82a779e.jpg,Others
0.04956367223141707,0.9504363277685828,Others,3451,https://d2j6tswx2otu6e.cloudfront.net/MojAx5e518u6FxnG_DFEOSyPGWM=/600x1066/cb71/cb71efe781874218b10f216fecf5bf5e.jpg,ads_services
0.20685879998652576,0.7931412000134743,ads_services,9505,https://d2j6tswx2otu6e.cloudfront.net/XcHK7izQhZrZ1Ia_ysSFFlufG_o=/600x293/66c2/66c2ab8f96d349d8bc7196338400c2f0.jpg,ads_services
0.08644436517748973,0.9135556348225105,Others,3073,https://d2j6tswx2otu6e.cloudfront.net/EdL3Z1zOhBdyTWgKuDm9f0q7Vl4=/600x1066/6d70/6d70413e1702475da6b1394bc2b44824.jpg,ads_services
0.040062822019619415,0.9599371779803806,ads_services,3379,https://d2j6tswx2otu6e.cloudfront.net/CxVIFUKMCkRjU7lXczfAMgmcXJs=/320x240/49f0/49f01f8b1090414d9d695eb9076e54d7.jpg,ads_services
0.7169642713456017,0.283035728654398,Others,3580,https://d2j6tswx2otu6e.cloudfront.net/58NrdMKm4TdquiLF20-MIf-Qx0A=/555x800/05fd/05fd07a80c0d49f59eded581cd2767fc.jpg,Others
0.9617517903368226,0.03824820966317754,Others,4322,https://d2j6tswx2otu6e.cloudfront.net/oGjcWe6KwXlpIlfpSowrFUPm4xs=/580x800/e3d3/e3d38fcb9a5d403b97ce447f33e6e4a3.jpg,Others
0.8368761649654236,0.16312383503457653,Others,4499,https://d2j6tswx2otu6e.cloudfront.net/cRpovff_uVnrhGTZeQhccZz1xs8=/600x1066/d152/d152dd064b2e4b98871516be9e31b95a.jpg,Others
0.9594062536962744,0.040593746303725836,Others,2641,https://d2j6tswx2otu6e.cloudfront.net/mB0MjjLsqLHciyvqJa3UuEoHbI4=/600x800/c9f3/c9f35e7fa8c74c8ebe8ab22b2b62ecc5.jpg,Others
0.3606696164426822,0.639330383557318,ads_services,7817,https://d2j6tswx2otu6e.cloudfront.net/bgkSjZlbFSxjSZ94cWf4DMGRcDo=/600x2012/5b9d/5b9dd75bf591429fbfb7f7c40f15e7cc.jpg,ads_services
0.06842419248343974,0.9315758075165602,ads_services,11273,https://d2j6tswx2otu6e.cloudfront.net/hCxt0tMQVC-UVvPsIWA1fDOpfg4=/600x450/6b82/6b8232e00cdd4f3192e8da6273b0eeb9.jpg,ads_services
0.9643662023370146,0.03563379766298537,Others,482,https://d2j6tswx2otu6e.cloudfront.net/2Jw2NZ9LnzPpIv8J2C9PTJglxzs=/600x800/5dcc/5dcc0dad3ac640b1aca363b337226140.jpg,Others
0.8017501517686888,0.19824984823131125,Others,1895,https://d2j6tswx2otu6e.cloudfront.net/1Csp18ktz4Sq2Nr0fWv4nzBVwdc=/600x337/2f59/2f59bf10b4034fd1930d2bff95401136.jpg,Others
0.9667584962403056,0.03324150375969418,Others,4337,https://d2j6tswx2otu6e.cloudfront.net/0lJoOPJp9UXP6bBBgu94bXzJdDs=/600x437/ddfa/ddfaf90c241147398b917d521c95a1ed.jpg,Others
0.1042003473819559,0.8957996526180442,Others,3228,https://d2j6tswx2otu6e.cloudfront.net/58O2gxoA7YDrDKhmOZxkA95x0hE=/600x800/0b42/0b42116d58854c24a9f0e915f56bebca.jpg,ads_services
0.4551044182363503,0.5448955817636497,Others,4010,https://d2j6tswx2otu6e.cloudfront.net/Yxvdn01hogbdDVnC5vgTOx-FUZk=/600x800/cd46/cd467265d0524e96b90b4231691f9cc5.jpg,ads_services
